"","Year","County.of.Study","County.of.Origin","value"
"4155","2010","Dublin","Mayo",1096
"4156","2011","Dublin","Mayo",1082
"4157","2012","Dublin","Mayo",1104
"4158","2013","Dublin","Mayo",1088
"4159","2000","Kildare","Mayo",120
"4160","2001","Kildare","Mayo",126
"4161","2002","Kildare","Mayo",146
"4162","2003","Kildare","Mayo",149
"4163","2004","Kildare","Mayo",146
"4164","2005","Kildare","Mayo",120
"4165","2006","Kildare","Mayo",117
"4166","2007","Kildare","Mayo",110
"4167","2008","Kildare","Mayo",105
"4168","2009","Kildare","Mayo",108
"4169","2010","Kildare","Mayo",114
"4170","2011","Kildare","Mayo",118
"4171","2012","Kildare","Mayo",116
"4172","2013","Kildare","Mayo",119
"4173","2000","Louth","Mayo",11
"4174","2001","Louth","Mayo",16
"4175","2002","Louth","Mayo",17
"4176","2003","Louth","Mayo",15
"4177","2004","Louth","Mayo",13
"4178","2005","Louth","Mayo",12
"4179","2006","Louth","Mayo",11
"4180","2007","Louth","Mayo",18
"4181","2008","Louth","Mayo",25
"4182","2009","Louth","Mayo",25
"4183","2010","Louth","Mayo",32
"4184","2011","Louth","Mayo",28
"4185","2012","Louth","Mayo",18
"4186","2013","Louth","Mayo",26
"4187","2000","Westmeath","Mayo",178
"4188","2001","Westmeath","Mayo",168
"4189","2002","Westmeath","Mayo",168
"4190","2003","Westmeath","Mayo",152
"4191","2004","Westmeath","Mayo",156
"4192","2005","Westmeath","Mayo",132
"4193","2006","Westmeath","Mayo",129
"4194","2007","Westmeath","Mayo",119
"4195","2008","Westmeath","Mayo",91
"4196","2009","Westmeath","Mayo",88
"4197","2010","Westmeath","Mayo",97
"4198","2011","Westmeath","Mayo",104
"4199","2012","Westmeath","Mayo",105
"4200","2013","Westmeath","Mayo",117
"4201","2000","Cork","Mayo",83
"4202","2001","Cork","Mayo",67
"4203","2002","Cork","Mayo",62
"4204","2003","Cork","Mayo",65
"4205","2004","Cork","Mayo",64
"4206","2005","Cork","Mayo",60
"4207","2006","Cork","Mayo",67
"4208","2007","Cork","Mayo",66
"4209","2008","Cork","Mayo",69
"4210","2009","Cork","Mayo",69
"4211","2010","Cork","Mayo",71
"4212","2011","Cork","Mayo",66
"4213","2012","Cork","Mayo",75
"4214","2013","Cork","Mayo",82
"4215","2000","Kerry","Mayo",16
"4216","2001","Kerry","Mayo",15
"4217","2002","Kerry","Mayo",13
"4218","2003","Kerry","Mayo",11
"4219","2004","Kerry","Mayo",12
"4220","2005","Kerry","Mayo",14
"4221","2006","Kerry","Mayo",16
"4222","2007","Kerry","Mayo",15
"4223","2008","Kerry","Mayo",12
"4224","2009","Kerry","Mayo",12
"4225","2010","Kerry","Mayo",17
"4226","2011","Kerry","Mayo",22
"4227","2012","Kerry","Mayo",16
"4228","2013","Kerry","Mayo",20
"4229","2000","Limerick","Mayo",458
"4230","2001","Limerick","Mayo",463
"4231","2002","Limerick","Mayo",437
"4232","2003","Limerick","Mayo",403
"4233","2004","Limerick","Mayo",396
"4234","2005","Limerick","Mayo",363
"4235","2006","Limerick","Mayo",377
"4236","2007","Limerick","Mayo",375
"4237","2008","Limerick","Mayo",364
"4238","2009","Limerick","Mayo",446
"4239","2010","Limerick","Mayo",479
"4240","2011","Limerick","Mayo",518
"4241","2012","Limerick","Mayo",524
"4242","2013","Limerick","Mayo",575
"4243","2000","Tipperary","Mayo",0
"4244","2001","Tipperary","Mayo",2
"4245","2002","Tipperary","Mayo",2
"4246","2003","Tipperary","Mayo",2
"4247","2004","Tipperary","Mayo",3
"4248","2005","Tipperary","Mayo",4
"4249","2006","Tipperary","Mayo",1
"4250","2007","Tipperary","Mayo",3
"4251","2008","Tipperary","Mayo",1
"4252","2009","Tipperary","Mayo",1
"4253","2010","Tipperary","Mayo",0
"4254","2011","Tipperary","Mayo",1
"4255","2012","Tipperary","Mayo",0
"4256","2013","Tipperary","Mayo",0
"4257","2000","Waterford","Mayo",48
"4258","2001","Waterford","Mayo",46
"4259","2002","Waterford","Mayo",35
"4260","2003","Waterford","Mayo",33
"4261","2004","Waterford","Mayo",20
"4262","2005","Waterford","Mayo",25
"4263","2006","Waterford","Mayo",20
"4264","2007","Waterford","Mayo",14
"4265","2008","Waterford","Mayo",16
"4266","2009","Waterford","Mayo",15
"4267","2010","Waterford","Mayo",17
"4268","2011","Waterford","Mayo",14
"4269","2012","Waterford","Mayo",13
"4270","2013","Waterford","Mayo",14
"4271","2000","Galway","Mayo",1555
"4272","2001","Galway","Mayo",1672
"4273","2002","Galway","Mayo",1790
"4274","2003","Galway","Mayo",2096
"4275","2004","Galway","Mayo",2255
"4276","2005","Galway","Mayo",2170
"4277","2006","Galway","Mayo",2203
"4278","2007","Galway","Mayo",2191
"4279","2008","Galway","Mayo",2074
"4280","2009","Galway","Mayo",2091
"4281","2010","Galway","Mayo",2297
"4282","2011","Galway","Mayo",2340
"4283","2012","Galway","Mayo",2281
"4284","2013","Galway","Mayo",2090
"4285","2000","Sligo","Mayo",527
"4286","2001","Sligo","Mayo",502
"4287","2002","Sligo","Mayo",596
"4288","2003","Sligo","Mayo",646
"4289","2004","Sligo","Mayo",642
"4290","2005","Sligo","Mayo",702
"4291","2006","Sligo","Mayo",808
"4292","2007","Sligo","Mayo",841
"4293","2008","Sligo","Mayo",802
"4294","2009","Sligo","Mayo",813
"4295","2010","Sligo","Mayo",820
"4296","2011","Sligo","Mayo",824
"4297","2012","Sligo","Mayo",765
"4298","2013","Sligo","Mayo",724
"4299","2000","Donegal","Mayo",80
"4300","2001","Donegal","Mayo",70
"4301","2002","Donegal","Mayo",74
"4302","2003","Donegal","Mayo",83
"4303","2004","Donegal","Mayo",96
"4304","2005","Donegal","Mayo",91
"4305","2006","Donegal","Mayo",108
"4306","2007","Donegal","Mayo",92
"4307","2008","Donegal","Mayo",87
"4308","2009","Donegal","Mayo",90
"4309","2010","Donegal","Mayo",94
"4310","2011","Donegal","Mayo",86
"4311","2012","Donegal","Mayo",94
"4312","2013","Donegal","Mayo",88
"4327","2000","Carlow","Roscommon",13
"4328","2001","Carlow","Roscommon",13
"4329","2002","Carlow","Roscommon",9
"4330","2003","Carlow","Roscommon",11
"4331","2004","Carlow","Roscommon",10
"4332","2005","Carlow","Roscommon",9
"4333","2006","Carlow","Roscommon",15
"4334","2007","Carlow","Roscommon",22
"4335","2008","Carlow","Roscommon",19
"4336","2009","Carlow","Roscommon",24
"4337","2010","Carlow","Roscommon",15
"4338","2011","Carlow","Roscommon",25
"4339","2012","Carlow","Roscommon",25
"4340","2013","Carlow","Roscommon",29
"4341","2000","Dublin","Roscommon",486
"4342","2001","Dublin","Roscommon",485
"4343","2002","Dublin","Roscommon",477
"4344","2003","Dublin","Roscommon",571
"4345","2004","Dublin","Roscommon",520
"4346","2005","Dublin","Roscommon",501
"4347","2006","Dublin","Roscommon",539
"4348","2007","Dublin","Roscommon",541
"4349","2008","Dublin","Roscommon",557
"4350","2009","Dublin","Roscommon",562
"4351","2010","Dublin","Roscommon",596
"4352","2011","Dublin","Roscommon",601
"4353","2012","Dublin","Roscommon",613
"4354","2013","Dublin","Roscommon",616
"4355","2000","Kildare","Roscommon",80
"4356","2001","Kildare","Roscommon",87
"4357","2002","Kildare","Roscommon",71
"4358","2003","Kildare","Roscommon",66
"4359","2004","Kildare","Roscommon",62
"4360","2005","Kildare","Roscommon",80
"4361","2006","Kildare","Roscommon",95
"4362","2007","Kildare","Roscommon",87
"4363","2008","Kildare","Roscommon",83
"4364","2009","Kildare","Roscommon",60
"4365","2010","Kildare","Roscommon",74
"4366","2011","Kildare","Roscommon",89
"4367","2012","Kildare","Roscommon",107
"4368","2013","Kildare","Roscommon",109
"4369","2000","Louth","Roscommon",10
"4370","2001","Louth","Roscommon",7
"4371","2002","Louth","Roscommon",6
"4372","2003","Louth","Roscommon",8
"4373","2004","Louth","Roscommon",9
"4374","2005","Louth","Roscommon",8
"4375","2006","Louth","Roscommon",4
"4376","2007","Louth","Roscommon",5
"4377","2008","Louth","Roscommon",9
"4378","2009","Louth","Roscommon",10
"4379","2010","Louth","Roscommon",13
"4380","2011","Louth","Roscommon",7
"4381","2012","Louth","Roscommon",5
"4382","2013","Louth","Roscommon",9
"4383","2000","Westmeath","Roscommon",265
"4384","2001","Westmeath","Roscommon",299
"4385","2002","Westmeath","Roscommon",313
"4386","2003","Westmeath","Roscommon",326
"4387","2004","Westmeath","Roscommon",326
"4388","2005","Westmeath","Roscommon",314
"4389","2006","Westmeath","Roscommon",315
"4390","2007","Westmeath","Roscommon",303
"4391","2008","Westmeath","Roscommon",233
"4392","2009","Westmeath","Roscommon",281
"4393","2010","Westmeath","Roscommon",332
"4394","2011","Westmeath","Roscommon",329
"4395","2012","Westmeath","Roscommon",334
"4396","2013","Westmeath","Roscommon",342
"4397","2000","Cork","Roscommon",31
"4398","2001","Cork","Roscommon",27
"4399","2002","Cork","Roscommon",34
"4400","2003","Cork","Roscommon",35
"4401","2004","Cork","Roscommon",32
"4402","2005","Cork","Roscommon",24
"4403","2006","Cork","Roscommon",19
"4404","2007","Cork","Roscommon",25
"4405","2008","Cork","Roscommon",30
"4406","2009","Cork","Roscommon",27
"4407","2010","Cork","Roscommon",33
"4408","2011","Cork","Roscommon",32
"4409","2012","Cork","Roscommon",30
"4410","2013","Cork","Roscommon",30
"4411","2000","Kerry","Roscommon",7
"4412","2001","Kerry","Roscommon",9
"4413","2002","Kerry","Roscommon",13
"4414","2003","Kerry","Roscommon",11
"4415","2004","Kerry","Roscommon",6
"4416","2005","Kerry","Roscommon",7
"4417","2006","Kerry","Roscommon",4
"4418","2007","Kerry","Roscommon",4
"4419","2008","Kerry","Roscommon",4
"4420","2009","Kerry","Roscommon",4
"4421","2010","Kerry","Roscommon",5
"4422","2011","Kerry","Roscommon",8
"4423","2012","Kerry","Roscommon",8
"4424","2013","Kerry","Roscommon",15
"4425","2000","Limerick","Roscommon",172
"4426","2001","Limerick","Roscommon",189
"4427","2002","Limerick","Roscommon",179
"4428","2003","Limerick","Roscommon",168
"4429","2004","Limerick","Roscommon",154
"4430","2005","Limerick","Roscommon",128
"4431","2006","Limerick","Roscommon",130
"4432","2007","Limerick","Roscommon",144
"4433","2008","Limerick","Roscommon",155
"4434","2009","Limerick","Roscommon",178
"4435","2010","Limerick","Roscommon",172
"4436","2011","Limerick","Roscommon",170
"4437","2012","Limerick","Roscommon",175
"4438","2013","Limerick","Roscommon",189
"4439","2000","Tipperary","Roscommon",0
"4440","2001","Tipperary","Roscommon",1
"4441","2002","Tipperary","Roscommon",0
"4442","2003","Tipperary","Roscommon",1
"4443","2004","Tipperary","Roscommon",1
"4444","2005","Tipperary","Roscommon",2
"4445","2006","Tipperary","Roscommon",2
"4446","2007","Tipperary","Roscommon",1
"4447","2008","Tipperary","Roscommon",1
"4448","2009","Tipperary","Roscommon",1
"4449","2010","Tipperary","Roscommon",0
"4450","2011","Tipperary","Roscommon",0
"4451","2012","Tipperary","Roscommon",0
"4452","2013","Tipperary","Roscommon",0
"4453","2000","Waterford","Roscommon",28
"4454","2001","Waterford","Roscommon",23
"4455","2002","Waterford","Roscommon",17
"4456","2003","Waterford","Roscommon",18
"4457","2004","Waterford","Roscommon",15
"4458","2005","Waterford","Roscommon",9
"4459","2006","Waterford","Roscommon",7
"4460","2007","Waterford","Roscommon",7
"4461","2008","Waterford","Roscommon",12
"4462","2009","Waterford","Roscommon",11
"4463","2010","Waterford","Roscommon",13
"4464","2011","Waterford","Roscommon",14
"4465","2012","Waterford","Roscommon",24
"4466","2013","Waterford","Roscommon",19
"4467","2000","Galway","Roscommon",564
"4468","2001","Galway","Roscommon",532
"4469","2002","Galway","Roscommon",571
"4470","2003","Galway","Roscommon",628
"4471","2004","Galway","Roscommon",679
"4472","2005","Galway","Roscommon",665
"4473","2006","Galway","Roscommon",733
"4474","2007","Galway","Roscommon",696
"4475","2008","Galway","Roscommon",588
"4476","2009","Galway","Roscommon",607
"4477","2010","Galway","Roscommon",702
"4478","2011","Galway","Roscommon",701
"4479","2012","Galway","Roscommon",664
"4480","2013","Galway","Roscommon",650
"4481","2000","Sligo","Roscommon",264
"4482","2001","Sligo","Roscommon",238
"4483","2002","Sligo","Roscommon",303
"4484","2003","Sligo","Roscommon",341
"4485","2004","Sligo","Roscommon",311
"4486","2005","Sligo","Roscommon",363
"4487","2006","Sligo","Roscommon",345
"4488","2007","Sligo","Roscommon",358
"4489","2008","Sligo","Roscommon",325
"4490","2009","Sligo","Roscommon",308
"4491","2010","Sligo","Roscommon",327
"4492","2011","Sligo","Roscommon",368
"4493","2012","Sligo","Roscommon",321
"4494","2013","Sligo","Roscommon",329
"4495","2000","Donegal","Roscommon",49
"4496","2001","Donegal","Roscommon",38
"4497","2002","Donegal","Roscommon",32
"4498","2003","Donegal","Roscommon",24
"4499","2004","Donegal","Roscommon",34
"4500","2005","Donegal","Roscommon",27
"4501","2006","Donegal","Roscommon",23
"4502","2007","Donegal","Roscommon",24
"4503","2008","Donegal","Roscommon",18
"4504","2009","Donegal","Roscommon",23
"4505","2010","Donegal","Roscommon",23
"4506","2011","Donegal","Roscommon",29
"4507","2012","Donegal","Roscommon",29
"4508","2013","Donegal","Roscommon",37
"4523","2000","Carlow","Sligo",13
"4524","2001","Carlow","Sligo",10
"4525","2002","Carlow","Sligo",6
"4526","2003","Carlow","Sligo",4
"4527","2004","Carlow","Sligo",6
"4528","2005","Carlow","Sligo",7
"4529","2006","Carlow","Sligo",11
"4530","2007","Carlow","Sligo",11
"4531","2008","Carlow","Sligo",15
"4532","2009","Carlow","Sligo",11
"4533","2010","Carlow","Sligo",11
"4534","2011","Carlow","Sligo",14
"4535","2012","Carlow","Sligo",15
"4536","2013","Carlow","Sligo",13
"4537","2000","Dublin","Sligo",484
"4538","2001","Dublin","Sligo",559
"4539","2002","Dublin","Sligo",483
"4540","2003","Dublin","Sligo",441
"4541","2004","Dublin","Sligo",470
"4542","2005","Dublin","Sligo",476
"4543","2006","Dublin","Sligo",464
"4544","2007","Dublin","Sligo",471
"4545","2008","Dublin","Sligo",487
"4546","2009","Dublin","Sligo",488
"4547","2010","Dublin","Sligo",565
"4548","2011","Dublin","Sligo",544
"4549","2012","Dublin","Sligo",581
"4550","2013","Dublin","Sligo",621
"4551","2000","Kildare","Sligo",58
"4552","2001","Kildare","Sligo",55
"4553","2002","Kildare","Sligo",57
"4554","2003","Kildare","Sligo",64
"4555","2004","Kildare","Sligo",76
"4556","2005","Kildare","Sligo",88
"4557","2006","Kildare","Sligo",78
"4558","2007","Kildare","Sligo",75
"4559","2008","Kildare","Sligo",81
"4560","2009","Kildare","Sligo",79
"4561","2010","Kildare","Sligo",86
"4562","2011","Kildare","Sligo",78
"4563","2012","Kildare","Sligo",88
"4564","2013","Kildare","Sligo",82
"4565","2000","Louth","Sligo",5
"4566","2001","Louth","Sligo",2
"4567","2002","Louth","Sligo",2
"4568","2003","Louth","Sligo",5
"4569","2004","Louth","Sligo",12
"4570","2005","Louth","Sligo",10
"4571","2006","Louth","Sligo",8
"4572","2007","Louth","Sligo",5
"4573","2008","Louth","Sligo",10
"4574","2009","Louth","Sligo",11
"4575","2010","Louth","Sligo",18
"4576","2011","Louth","Sligo",10
"4577","2012","Louth","Sligo",6
"4578","2013","Louth","Sligo",6
"4579","2000","Westmeath","Sligo",31
"4580","2001","Westmeath","Sligo",31
"4581","2002","Westmeath","Sligo",34
"4582","2003","Westmeath","Sligo",37
"4583","2004","Westmeath","Sligo",46
"4584","2005","Westmeath","Sligo",34
"4585","2006","Westmeath","Sligo",32
"4586","2007","Westmeath","Sligo",22
"4587","2008","Westmeath","Sligo",17
"4588","2009","Westmeath","Sligo",10
"4589","2010","Westmeath","Sligo",29
"4590","2011","Westmeath","Sligo",25
"4591","2012","Westmeath","Sligo",37
"4592","2013","Westmeath","Sligo",39
"4593","2000","Cork","Sligo",22
"4594","2001","Cork","Sligo",28
"4595","2002","Cork","Sligo",19
"4596","2003","Cork","Sligo",23
"4597","2004","Cork","Sligo",29
"4598","2005","Cork","Sligo",26
"4599","2006","Cork","Sligo",22
"4600","2007","Cork","Sligo",23
"4601","2008","Cork","Sligo",26
"4602","2009","Cork","Sligo",26
"4603","2010","Cork","Sligo",33
"4604","2011","Cork","Sligo",32
"4605","2012","Cork","Sligo",38
"4606","2013","Cork","Sligo",28
"4607","2000","Kerry","Sligo",2
"4608","2001","Kerry","Sligo",2
"4609","2002","Kerry","Sligo",0
"4610","2003","Kerry","Sligo",2
"4611","2004","Kerry","Sligo",1
"4612","2005","Kerry","Sligo",2
"4613","2006","Kerry","Sligo",1
"4614","2007","Kerry","Sligo",4
"4615","2008","Kerry","Sligo",5
"4616","2009","Kerry","Sligo",4
"4617","2010","Kerry","Sligo",4
"4618","2011","Kerry","Sligo",4
"4619","2012","Kerry","Sligo",7
"4620","2013","Kerry","Sligo",7
"4621","2000","Limerick","Sligo",100
"4622","2001","Limerick","Sligo",121
"4623","2002","Limerick","Sligo",115
"4624","2003","Limerick","Sligo",99
"4625","2004","Limerick","Sligo",90
"4626","2005","Limerick","Sligo",90
"4627","2006","Limerick","Sligo",84
"4628","2007","Limerick","Sligo",81
"4629","2008","Limerick","Sligo",85
"4630","2009","Limerick","Sligo",93
"4631","2010","Limerick","Sligo",107
"4632","2011","Limerick","Sligo",114
"4633","2012","Limerick","Sligo",112
"4634","2013","Limerick","Sligo",116
"4635","2000","Tipperary","Sligo",0
"4636","2001","Tipperary","Sligo",0
"4637","2002","Tipperary","Sligo",1
"4638","2003","Tipperary","Sligo",2
"4639","2004","Tipperary","Sligo",1
"4640","2005","Tipperary","Sligo",0
"4641","2006","Tipperary","Sligo",0
"4642","2007","Tipperary","Sligo",0
"4643","2008","Tipperary","Sligo",0
"4644","2009","Tipperary","Sligo",1
"4645","2010","Tipperary","Sligo",0
"4646","2011","Tipperary","Sligo",1
"4647","2012","Tipperary","Sligo",0
"4648","2013","Tipperary","Sligo",0
"4649","2000","Waterford","Sligo",11
"4650","2001","Waterford","Sligo",11
"4651","2002","Waterford","Sligo",11
"4652","2003","Waterford","Sligo",4
"4653","2004","Waterford","Sligo",7
"4654","2005","Waterford","Sligo",5
"4655","2006","Waterford","Sligo",9
"4656","2007","Waterford","Sligo",11
"4657","2008","Waterford","Sligo",9
"4658","2009","Waterford","Sligo",8
"4659","2010","Waterford","Sligo",8
"4660","2011","Waterford","Sligo",10
"4661","2012","Waterford","Sligo",11
"4662","2013","Waterford","Sligo",5
"4663","2000","Galway","Sligo",459
"4664","2001","Galway","Sligo",521
"4665","2002","Galway","Sligo",561
"4666","2003","Galway","Sligo",598
"4667","2004","Galway","Sligo",652
"4668","2005","Galway","Sligo",639
"4669","2006","Galway","Sligo",611
"4670","2007","Galway","Sligo",602
"4671","2008","Galway","Sligo",591
"4672","2009","Galway","Sligo",587
"4673","2010","Galway","Sligo",681
"4674","2011","Galway","Sligo",630
"4675","2012","Galway","Sligo",602
"4676","2013","Galway","Sligo",552
